hgnc_symbol	class	group	family	subfamily	krsa_id	uka_id	ptmsea_id	kea3_id	entrez_gene_id	full_name	previous_symbol	synonym_1	synonym_2	synonym_3	synonym_4	synonym_5	synonym_6	synonym_7	synonym_8	synonym_9	synonym_10	synonym_11	synonym_12	synonym_13	other_designation_1	other_designation_2	other_designation_3	other_designation_4	other_designation_5	other_designation_6	other_designation_7	other_designation_8	other_designation_9	other_designation_10
PRKDC	N/A	Atypical	PIKK	DNAPK	PRKDC	DNAPK	Not found by Jake	PRKDC	5591	"protein kinase, DNA-activated, catalytic polypeptide"	DNAPK	DNAPK	DNPK1	HYRC	HYRC1	XRCC7	p350	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"hyper-radiosensitivity of murine scid mutation, complementing 1"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FRAP1	N/A	Atypical	PIKK	FRAP	MTOR	MTOR/FRAP	N/A	N/A	2475	FK506 binding protein 12-rapamycin associated protein 1	FRAP	FLJ44809	FRAP	FRAP2	MTOR	RAFT1	RAPT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	FK506 binding protein 12-rapamycin associated protein 2	FKBP-rapamycin associated protein	FKBP12-rapamycin complex-associated protein 1	dJ576K7.1 (FK506 binding protein 12-rapamycin associated protein 1)	rapamycin associated protein FRAP2	rapamycin target protein	N/A	N/A	N/A	N/A
SMG1	N/A	Atypical	PIKK	SMG1	N/A	SMG1	SMG1	SMG1	23049	N/A	SMG1	61E3.4	ATX	KIAA0421	LIP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	lambda/iota protein kinase C-interacting protein	phosphatidylinositol 3-kinase-related protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRRAP	N/A	Atypical	PIKK	TRRAP	N/A	N/A	N/A	N/A	8295	transformation/transcription domain-associated protein	TRRAP	FLJ10671	PAF350/400	PAF400	STAF40	TR-AP	Tra1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	350/400 kDa PCAF-associated factor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PIM1	N/A	CAMK	PIM	N/A	PIM	Pim1	Pim1/PIM1	PIM1	5292	pim-1 oncogene	PIM1	PIM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Oncogene PIM1	pim-1 kinase 44 kDa isoform	pim-1 oncogene (proviral integration site 1)	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PIM2	N/A	CAMK	PIM	N/A	PIM	Pim2	Not found by Jake	PIM2	11040	pim-2 oncogene	PIM2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	proto-oncogene Pim-2 (serine threonine kinase)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PIM3	N/A	CAMK	PIM	N/A	PIM	Pim3	Not found by Jake	Not found	415116	pim-3 oncogene	PIM3	pim-3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	serine/threonine kinase Pim-3	serine/threonine-protein kinase pim-3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKACA	STK	AGC	PKA	N/A	PKA	PKA[alpha]	PKACA/PRKACA	PRKACA	5566	"protein kinase, cAMP-dependent, catalytic, alpha"	PKACa	MGC102831	MGC48865	PKACA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PKA C-alpha	cAMP-dependent protein kinase catalytic subunit alpha	"cAMP-dependent protein kinase catalytic subunit alpha, isoform 1"	protein kinase A catalytic subunit	N/A	N/A	N/A	N/A	N/A	N/A
PRKACB	STK	AGC	PKA	N/A	PKA	N/A	Not found by Jake	PRKACB	5567	"protein kinase, cAMP-dependent, catalytic, beta"	PKACb	DKFZp781I2452	MGC41879	MGC9320	PKACB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PKA C-beta	cAMP-dependent protein kinase catalytic beta subunit isoform 4ab	cAMP-dependent protein kinase catalytic subunit beta	protein kinase A catalytic subunit beta	N/A	N/A	N/A	N/A	N/A	N/A
PRKACG	STK	AGC	PKA	N/A	PKA	PKA[gamma]	Not found by Jake	Not found	5568	"protein kinase, cAMP-dependent, catalytic, gamma"	PKACg	KAPG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PKA C-gamma	serine(threonine) protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKX	STK	AGC	PKA	N/A	PKA	PRKX	Not found by Jake	PRKX	5613	"protein kinase, X-linked"	PRKX	PKX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKY	STK	AGC	PKA	N/A	PKA	PRKY	Not found by Jake	PRKY	5616	"protein kinase, Y-linked"	PRKY	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	AGC	PKA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKCA	STK	AGC	PKC	Alpha	PKCA	PKC[alpha]	PKCA/PRKCA	PRKCA	5578	"protein kinase C, alpha"	PKCa	AAG6	MGC129900	MGC129901	PKC-alpha	PKCA	PRKACA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	aging-associated gene 6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKCB1	STK	AGC	PKC	Alpha	N/A	PKC[beta]	N/A	N/A	5579	"protein kinase C, beta 1"	PKCb	MGC41878	PKC-beta	PKCB	PRKCB	PRKCB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"protein kinase C, beta"	"protein kinase C, beta 1 polypeptide"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKCG	STK	AGC	PKC	Alpha	PKCA	PKC[gamma]	PKCG/PRKCG	PRKCG	5582	"protein kinase C, gamma"	PKCg	MGC57564	PKC-gamma	PKCC	PKCG	SCA14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	spinocerebellar ataxia 14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKCD	STK	AGC	PKC	Delta	PKCD	PKC[delta]	PKCD/PRKCD	PRKCD	5580	"protein kinase C, delta"	PKCd	1-May	MGC49908	nPKC-delta	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKCQ	STK	AGC	PKC	Delta	PKCD	PKC[theta]	PKCT/PRKCQ	PRKCQ	5588	"protein kinase C, theta"	PKCt	MGC126514	MGC141919	PRKCT	nPKC-theta	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000043364	OTTHUMP00000043365	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKCE	STK	AGC	PKC	Eta	PKCH	PKC[epsilon]	PKCE/PRKCE	PRKCE	5581	"protein kinase C, epsilon"	PKCe	MGC125656	MGC125657	PKCE	nPKC-epsilon	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKCH	STK	AGC	PKC	Eta	PKCH	PKC[eta]	PKCH/PRKCH	PRKCH	5583	"protein kinase C, eta"	PKCh	MGC26269	MGC5363	PKC-L	PKCL	PRKCL	nPKC-eta	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKCI	STK	AGC	PKC	Iota	PKCI	PKC[iota]	PKCI/PRKCI	PRKCI	5584	"protein kinase C, iota"	PKCi	DXS1179E	MGC26534	PKCI	nPKC-iota	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	aPKC-lambda/iota	atypical protein kinase C-lambda/iota	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKCZ	STK	AGC	PKC	Iota	PKCI	PKC[zeta]	PKCZ/PRKCZ	PRKCZ	5590	"protein kinase C, zeta"	PKCz	PKC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000044160	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	AGC	PKC	Iota	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKD1	N/A	CAMK	PKD	N/A	PKD	PKD1	PRKD1	PRKD1	5587	protein kinase D1	PKD1	PKC-MU	PKCM	PKD	PRKCM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"protein kinase C, mu"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKD2	N/A	CAMK	PKD	N/A	PKD	PKD2	PRKD2	PRKD2	25865	protein kinase D2	PKD2	HSPC187	PKD2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKD3	N/A	CAMK	PKD	N/A	PKD	PKD3	Not found by Jake	PRKD3	23683	protein kinase D3	PKD3	EPK2	PKC-NU	PKD3	PRKCN	nPKC-NU	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"protein kinase C, nu"	protein kinase EPK2	protein-serine/threonine kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKG1	STK	AGC	PKG	N/A	PKG	PKG1	PKG1/PRKG1	PRKG1	5592	"protein kinase, cGMP-dependent, type I"	PKG1	CGKI	FLJ36117	MGC71944	PGK	PRKG1B	PRKGR1B	cGKI-BETA	cGKI-alpha	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000061216	"Protein kinase, cGMP-dependent, regulatory, type I"	"protein kinase, cGMP-dependent, regulatory, type I, beta"	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKG2	STK	AGC	PKG	N/A	PKG	PKG2	PKG2/PRKG2	PRKG2	5593	"protein kinase, cGMP-dependent, type II"	PKG2	PRKGR2	cGKII	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PKN1	STK	AGC	PKN	N/A	PKN	PKN1/PRK1	PKN1	PKN1	5585	protein kinase N1	PKN1	DBK	MGC46204	PAK1	PKN	PRK1	PRKCL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein kinase C-like 1	protein kinase C-like PKN	protein kinase C-related kinase 1	serine-threonine kinase N	serine/threonine protein kinase N	N/A	N/A	N/A	N/A	N/A
PKN2	STK	AGC	PKN	N/A	PKN	N/A	Not found by Jake	Not found	5586	protein kinase N2	PKN2	MGC150606	MGC71074	PAK2	PRK2	PRKCL2	PRO2042	Pak-2	N/A	N/A	N/A	N/A	N/A	N/A	cardiolipin-activated protein kinase Pak2	protein kinase C-like 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PKN3	STK	AGC	PKN	N/A	PKN	N/A	Not found by Jake	Not found	29941	protein kinase N3	PKN3	RP11-545E17.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein kinase PKNbeta	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLK1	N/A	Other	PLK	PLK1	PLK	PLK1	PLK1	PLK1	5347	polo-like kinase 1 (Drosophila)	PLK1	PLK	STPK13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	cell cycle regulated protein kinase	polo (Drosophia)-like kinase	polo like kinase	polo-like kinase	polo-like kinase (Drosophila)	N/A	N/A	N/A	N/A	N/A
N/A	N/A	Other	PLK	PLK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	Other	PLK	PLK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLK2	N/A	Other	PLK	PLK2	PLK	N/A	PLK2	PLK2	10769	polo-like kinase 2 (Drosophila)	PLK2	SNK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	polo-like kinase 2	serum-inducible kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLK3	N/A	Other	PLK	PLK2	PLK	PLK3	PLK3	PLK3	1263	polo-like kinase 3 (Drosophila)	PLK3	CNK	FNK	PRK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	FGF-inducible kinase	cytokine-inducible kinase	polo-like kinase 3	proliferation-related kinase	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	Other	PLK	PLK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLK4	N/A	Other	PLK	SAK	PLK	PLK4	PLK4	PLK4	10733	polo-like kinase 4 (Drosophila)	PLK4	SAK	STK18	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Snk akin kinase	polo-like kinase 4	serine/threonine kinase 18	serine/threonine protein kinase SAK	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	Other	PLK	SAK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PSKH1	N/A	CAMK	PSK	N/A	N/A	N/A	Not found by Jake	Not found	5681	protein serine kinase H1	PSKH1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	serine/threonine-protein kinase H1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PSKH2	N/A	CAMK	PSK	N/A	N/A	PSKH2	Not found by Jake	Not found	85481	protein serine kinase H2	PSKH2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	serine/threonine kinase PSKH2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	CAMK	PSK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHEK2	N/A	CAMK	RAD53	N/A	RAD53	CHK2	Chk2/CHEK2	CHEK2	11200	CHK2 checkpoint homolog (S. pombe)	CHK2	CDS1	CHK2	HuCds1	LFS2	PP1425	RAD53	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000028871	checkpoint-like protein CHK2	protein kinase CHK2	serine/threonine-protein kinase CHK2	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	CAMK	RAD53	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	CAMK	RAD53	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KSR1	N/A	TKL	RAF	KSR	RAF	N/A	Not found by Ethan	KSR1	8844	kinase suppressor of ras 1	KSR1	KSR	RSU2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	kinase suppressor of ras	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KSR2	N/A	TKL	RAF	KSR	RAF	N/A	Not found by Ethan	KSR2	283455	kinase suppressor of ras 2	KSR2	FLJ25965	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	kinase suppressor of Ras-2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARAF	N/A	TKL	RAF	RAF	RAF	ARAF	ARAF	ARAF	369	v-raf murine sarcoma 3611 viral oncogene homolog	ARAF	A-RAF	ARAF1	PKS2	RAFA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Oncogene ARAF1	Ras-binding protein DA-Raf	v-raf murine sarcoma 3611 viral oncogene homolog 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BRAF	N/A	TKL	RAF	RAF	RAF	BRAF	BRAF	BRAF	673	v-raf murine sarcoma viral oncogene homolog B1	BRAF	B-raf 1	BRAF1	MGC126806	MGC138284	RAFB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	94 kDa B-raf protein	Murine sarcoma viral (v-raf) oncogene homolog B1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAF1	N/A	TKL	RAF	RAF	RAF	RAF1	RAF1	RAF1	5894	v-raf-1 murine leukemia viral oncogene homolog 1	RAF1	CRAF	Raf-1	c-Raf	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Oncogene RAF1	raf proto-oncogene serine/threonine protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	TKL	RAF	RAF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	TKL	RAF	RAF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	TKL	RAF	RAF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICK	N/A	CMGC	RCK	N/A	N/A	N/A	N/A	N/A	22858	intestinal cell (MAK-like) kinase	ICK	KIAA0936	LCK2	MGC46090	MRK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAK-related kinase	OTTHUMP00000039961	intestinal cell kinase	serine/threonine protein kinase	N/A	N/A	N/A	N/A	N/A	N/A
MAK	N/A	CMGC	RCK	N/A	Not Found By Ethan	N/A	Not found by Ethan	MAK	4117	male germ cell-associated kinase	MAK	dJ417M14.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000016025	serine/threonine protein kinase MAK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAGE	N/A	CMGC	RCK	N/A	N/A	N/A	N/A	N/A	5891	renal tumor antigen	MOK	MOK	RAGE1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAPK/MAK/MRK overlapping kinase	renal cell carcinoma antigen (MOK protein kinase)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RET	N/A	TK	Ret	N/A	RET	Ret	Ret/RET	RET	5979	"ret proto-oncogene (multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease)"	RET	CDHF12	HSCR1	MEN2A	MEN2B	MTC1	PTC	RET-ELE1	RET51	N/A	N/A	N/A	N/A	N/A	RET transforming sequence	cadherin family member 12	hydroxyaryl-protein kinase	oncogene RET	receptor tyrosine kinase	ret proto-oncogene	N/A	N/A	N/A	N/A
GUCY2C	N/A	RGC	RGC	N/A	Not Found By Ethan	N/A	Not found by Ethan	Not found	2984	guanylate cyclase 2C (heat stable enterotoxin receptor)	HSER	GUC2C	STAR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	guanylyl cyclase C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GUCY2D	N/A	RGC	RGC	N/A	Not Found By Ethan	CYGD	Not found by Ethan	Not found	3000	"guanylate cyclase 2D, membrane (retina-specific)"	CYGD	CORD5	CORD6	CYGD	GUC1A4	GUC2D	LCA	LCA1	RETGC-1	ROS-GC1	retGC	N/A	N/A	N/A	cone rod dystrophy 5/6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GUCY2F	N/A	RGC	RGC	N/A	Not Found By Ethan	N/A	Not found by Ethan	Not found	2986	"guanylate cyclase 2F, retinal"	CYGF	CYGF	GC-F	GUC2DL	GUC2F	RETGC-2	ROS-GC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"guanylate cyclase 2D-like, membrane (retina-specific)"	guanylate cyclase 2F	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NPR1	N/A	RGC	RGC	N/A	HAL	ANP[alpha]	Not found by Ethan	Not found	4881	natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)	ANPa	ANPRA	ANPa	GUC2A	GUCY2A	NPRA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	natriuretic peptide A type receptor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NPR2	N/A	RGC	RGC	N/A	N/A	N/A	Not found by Ethan	NPR2	4882	natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B)	ANPb	AMDM	ANPRB	GUC2B	GUCY2B	NPRB	NPRBi	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000045390	atrial natriuretic peptide B-type receptor	atrionatriuretic peptide receptor B	guanylate cyclase B	natriuretic peptide receptor B	N/A	N/A	N/A	N/A	N/A
N/A	N/A	RGC	RGC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	RGC	RGC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	RGC	RGC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RIOK1	N/A	Atypical	RIO	RIO1	N/A	N/A	Not found by Jake	RIOK1	83732	RIO kinase 1 (yeast)	RIOK1	AD034	FLJ30006	MGC12903	bA288G3.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000015999	RIO kinase 1	prematurely truncated due to insertion of intronic sequence	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RIOK2	N/A	Atypical	RIO	RIO2	N/A	N/A	Not found by Jake	Not found	55781	RIO kinase 2 (yeast)	RIOK2	FLJ11159	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	RIO kinase 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RIOK3	N/A	Atypical	RIO	RIO3	N/A	N/A	Not found by Jake	Not found	8780	RIO kinase 3 (yeast)	RIOK3	DKFZp779L1370	SUDD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	homolog of the Aspergillus nidulans sudD gene product	"sudD (suppressor of bimD6, Aspergillus nidulans) homolog"	sudD suppressor of Aspergillus nidulans bimD6 homolog	sudD suppressor of bimD6 homolog	sudD suppressor of bimD6 homolog (A. nidulans)	N/A	N/A	N/A	N/A	N/A
N/A	N/A	Atypical	RIO	RIO3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ANKK1	N/A	TKL	RIPK	N/A	RIPK	SgK288	Not found by Ethan	Not found	255239	ankyrin repeat and kinase domain containing 1	SgK288	PKK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	X-kinase	protein kinase PKK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RIPK1	N/A	TKL	RIPK	N/A	RIPK	RIPK1	RIPK1	RIPK1	8737	receptor (TNFRSF)-interacting serine-threonine kinase 1	RIPK1	FLJ39204	RIP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000039163	receptor interacting protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RIPK2	N/A	TKL	RIPK	N/A	RIPK	RIPK2	RIPK2	RIPK2	8767	receptor-interacting serine-threonine kinase 2	RIPK2	CARD3	CARDIAK	CCK	GIG30	RICK	RIP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	CARD-carrying kinase	CARD-containing interleukin-1 beta-converting enzyme (ICE)-associated kinase	growth-inhibiting gene 30	receptor interacting protein 2	receptor-interacting protein (RIP)-like interacting caspase-like apoptosis regulatory protein (CLARP) kinase	N/A	N/A	N/A	N/A	N/A
RIPK3	N/A	TKL	RIPK	N/A	RIPK	RIPK3	Not found by Jake	RIPK3	11035	receptor-interacting serine-threonine kinase 3	RIPK3	RIP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	RIP-like protein kinase 3	receptor interacting protein 3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RIPK4	N/A	TKL	RIPK	N/A	RIPK	N/A	Not found by Jake	Not found	54101	receptor-interacting serine-threonine kinase 4	ANKRD3	ANKK2	ANKRD3	DIK	MGC129992	MGC129993	PKK	RIP4	N/A	N/A	N/A	N/A	N/A	N/A	PKC-delta-interacting protein kinase	ankyrin repeat domain 3	serine/threonine-protein kinase ANKRD3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ROR1	N/A	TK	Ror	N/A	N/A	ROR1	Not found by Jake	Not found	4919	receptor tyrosine kinase-like orphan receptor 1	ROR1	MGC99659	NTRKR1	dJ537F10.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	neurotrophic tyrosine kinase receptor-related 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
