entrez_gene_id	hgnc_id	hgnc_symbol	hgnc_name	group	family	subfamily	krsa_id	uka_id	ptmsea_id	kea3_id	full_name	previous_symbol	synonym_1	synonym_2	synonym_3	synonym_4	synonym_5	synonym_6	synonym_7	synonym_8	synonym_9	synonym_10	synonym_11	synonym_12	synonym_13	other_designation_1	other_designation_2	other_designation_3	other_designation_4	other_designation_5	other_designation_6	other_designation_7	other_designation_8	other_designation_9	other_designation_10
5567	HGNC:9381	PRKACB	protein kinase cAMP-activated catalytic subunit beta	AGC	PKA	N/A	PKA	N/A	N/A	PRKACB	"protein kinase, cAMP-dependent, catalytic, beta"	PKACb	DKFZp781I2452	MGC41879	MGC9320	PKACB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PKA C-beta	cAMP-dependent protein kinase catalytic beta subunit isoform 4ab	cAMP-dependent protein kinase catalytic subunit beta	protein kinase A catalytic subunit beta	N/A	N/A	N/A	N/A	N/A	N/A
5568	HGNC:9382	PRKACG	protein kinase cAMP-activated catalytic subunit gamma	AGC	PKA	N/A	PKA	PKA[gamma]	N/A	Not found	"protein kinase, cAMP-dependent, catalytic, gamma"	PKACg	KAPG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PKA C-gamma	serine(threonine) protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5613	HGNC:9441	PRKX	protein kinase X-linked	AGC	PKA	N/A	PKA	PRKX	N/A	PRKX	"protein kinase, X-linked"	PRKX	PKX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5616	HGNC:9444	PRKY	protein kinase Y-linked (pseudogene)	AGC	PKA	N/A	PKA	PRKY	N/A	PRKY	"protein kinase, Y-linked"	PRKY	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5578	HGNC:9393	PRKCA	protein kinase C alpha	AGC	PKC	Alpha	PKCA	PKC[alpha]	PKCA/PRKCA	PRKCA	"protein kinase C, alpha"	PKCa	AAG6	MGC129900	MGC129901	PKC-alpha	PKCA	PRKACA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	aging-associated gene 6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5579	HGNC:9395	PRKCB	protein kinase C beta	AGC	PKC	Alpha	PKCA	PKC[beta]	PKCB/PRKCB	PRKCB	"protein kinase C, beta 1"	PKCb	MGC41878	PKC-beta	PKCB	PRKCB	PRKCB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"protein kinase C, beta"	"protein kinase C, beta 1 polypeptide"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5580	HGNC:9399	PRKCD	protein kinase C delta	AGC	PKC	Delta	PKCD	PKC[delta]	PKCD/PRKCD	PRKCD	"protein kinase C, delta"	PKCd	1-May	MGC49908	nPKC-delta	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5581	HGNC:9401	PRKCE	protein kinase C epsilon	AGC	PKC	Eta	PKCH	PKC[epsilon]	PKCE/PRKCE	PRKCE	"protein kinase C, epsilon"	PKCe	MGC125656	MGC125657	PKCE	nPKC-epsilon	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5582	HGNC:9402	PRKCG	protein kinase C gamma	AGC	PKC	Alpha	PKCA	PKC[gamma]	PKCG/PRKCG	PRKCG	"protein kinase C, gamma"	PKCg	MGC57564	PKC-gamma	PKCC	PKCG	SCA14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	spinocerebellar ataxia 14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5583	HGNC:9403	PRKCH	protein kinase C eta	AGC	PKC	Eta	PKCH	PKC[eta]	PKCH/PRKCH	PRKCH	"protein kinase C, eta"	PKCh	MGC26269	MGC5363	PKC-L	PKCL	PRKCL	nPKC-eta	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5584	HGNC:9404	PRKCI	protein kinase C iota	AGC	PKC	Iota	PKCI	PKC[iota]	PKCI/PRKCI	PRKCI	"protein kinase C, iota"	PKCi	DXS1179E	MGC26534	PKCI	nPKC-iota	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	aPKC-lambda/iota	atypical protein kinase C-lambda/iota	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5588	HGNC:9410	PRKCQ	protein kinase C theta	AGC	PKC	Delta	PKCD	PKC[theta]	PKCT/PRKCQ	PRKCQ	"protein kinase C, theta"	PKCt	MGC126514	MGC141919	PRKCT	nPKC-theta	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000043364	OTTHUMP00000043365	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5590	HGNC:9412	PRKCZ	protein kinase C zeta	AGC	PKC	Iota	PKCI	PKC[zeta]	PKCZ/PRKCZ	PRKCZ	"protein kinase C, zeta"	PKCz	PKC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000044160	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5587	HGNC:9407	PRKD1	protein kinase D1	CAMK	PKD	N/A	PKD	PKD1	PRKD1	PRKD1	protein kinase D1	PKD1	PKC-MU	PKCM	PKD	PRKCM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"protein kinase C, mu"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
25865	HGNC:17293	PRKD2	protein kinase D2	CAMK	PKD	N/A	PKD	PKD2	PRKD2	PRKD2	protein kinase D2	PKD2	HSPC187	PKD2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
23683	HGNC:9408	PRKD3	protein kinase D3	CAMK	PKD	N/A	PKD	PKD3	N/A	PRKD3	protein kinase D3	PKD3	EPK2	PKC-NU	PKD3	PRKCN	nPKC-NU	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"protein kinase C, nu"	protein kinase EPK2	protein-serine/threonine kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5592	HGNC:9414	PRKG1	protein kinase cGMP-dependent 1	AGC	PKG	N/A	PKG	PKG1	PKG1/PRKG1	PRKG1	"protein kinase, cGMP-dependent, type I"	PKG1	CGKI	FLJ36117	MGC71944	PGK	PRKG1B	PRKGR1B	cGKI-BETA	cGKI-alpha	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000061216	"Protein kinase, cGMP-dependent, regulatory, type I"	"protein kinase, cGMP-dependent, regulatory, type I, beta"	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5593	HGNC:9416	PRKG2	protein kinase cGMP-dependent 2	AGC	PKG	N/A	PKG	PKG2	PKG2/PRKG2	PRKG2	"protein kinase, cGMP-dependent, type II"	PKG2	PRKGR2	cGKII	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5585	HGNC:9405	PKN1	protein kinase N1	AGC	PKN	N/A	PKN	PKN1/PRK1	PKN1	PKN1	protein kinase N1	PKN1	DBK	MGC46204	PAK1	PKN	PRK1	PRKCL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein kinase C-like 1	protein kinase C-like PKN	protein kinase C-related kinase 1	serine-threonine kinase N	serine/threonine protein kinase N	N/A	N/A	N/A	N/A	N/A
5586	HGNC:9406	PKN2	protein kinase N2	AGC	PKN	N/A	PKN	PAK2	N/A	Not found	protein kinase N2	PKN2	MGC150606	MGC71074	PAK2	PRK2	PRKCL2	PRO2042	Pak-2	N/A	N/A	N/A	N/A	N/A	N/A	cardiolipin-activated protein kinase Pak2	protein kinase C-like 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
29941	HGNC:17999	PKN3	protein kinase N3	AGC	PKN	N/A	PKN	PAK3	N/A	Not found	protein kinase N3	PKN3	RP11-545E17.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein kinase PKNbeta	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5347	HGNC:9077	PLK1	polo like kinase 1	Other	PLK	PLK1	PLK	PLK1	PLK1	PLK1	polo-like kinase 1 (Drosophila)	PLK1	PLK	STPK13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	cell cycle regulated protein kinase	polo (Drosophia)-like kinase	polo like kinase	polo-like kinase	polo-like kinase (Drosophila)	N/A	N/A	N/A	N/A	N/A
10769	HGNC:19699	PLK2	polo like kinase 2	Other	PLK	PLK2	PLK	N/A	PLK2	PLK2	polo-like kinase 2 (Drosophila)	PLK2	SNK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	polo-like kinase 2	serum-inducible kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1263	HGNC:2154	PLK3	polo like kinase 3	Other	PLK	PLK2	PLK	PLK3	PLK3	PLK3	polo-like kinase 3 (Drosophila)	PLK3	CNK	FNK	PRK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	FGF-inducible kinase	cytokine-inducible kinase	polo-like kinase 3	proliferation-related kinase	N/A	N/A	N/A	N/A	N/A	N/A
10733	HGNC:11397	PLK4	polo like kinase 4	Other	PLK	SAK	PLK	PLK4	PLK4	PLK4	polo-like kinase 4 (Drosophila)	PLK4	SAK	STK18	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Snk akin kinase	polo-like kinase 4	serine/threonine kinase 18	serine/threonine protein kinase SAK	N/A	N/A	N/A	N/A	N/A	N/A
5681	HGNC:9529	PSKH1	protein serine kinase H1	CAMK	PSK	N/A	N/A	N/A	N/A	Not found	protein serine kinase H1	PSKH1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	serine/threonine-protein kinase H1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
85481	HGNC:18997	PSKH2	protein serine kinase H2	CAMK	PSK	N/A	N/A	PSKH2	N/A	Not found	protein serine kinase H2	PSKH2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	serine/threonine kinase PSKH2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
11200	HGNC:16627	CHEK2	checkpoint kinase 2	CAMK	RAD53	N/A	RAD53	CHK2	Chk2/CHEK2	CHEK2	CHK2 checkpoint homolog (S. pombe)	CHK2	CDS1	CHK2	HuCds1	LFS2	PP1425	RAD53	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000028871	checkpoint-like protein CHK2	protein kinase CHK2	serine/threonine-protein kinase CHK2	N/A	N/A	N/A	N/A	N/A	N/A
369	HGNC:646	ARAF	"A-Raf proto-oncogene, serine/threonine kinase"	TKL	RAF	RAF	RAF	ARAF	ARAF	ARAF	v-raf murine sarcoma 3611 viral oncogene homolog	ARAF	A-RAF	ARAF1	PKS2	RAFA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Oncogene ARAF1	Ras-binding protein DA-Raf	v-raf murine sarcoma 3611 viral oncogene homolog 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
673	HGNC:1097	BRAF	"B-Raf proto-oncogene, serine/threonine kinase"	TKL	RAF	RAF	RAF	BRAF	BRAF	BRAF	v-raf murine sarcoma viral oncogene homolog B1	BRAF	B-raf 1	BRAF1	MGC126806	MGC138284	RAFB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	94 kDa B-raf protein	Murine sarcoma viral (v-raf) oncogene homolog B1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
8844	HGNC:6465	KSR1	kinase suppressor of ras 1	TKL	RAF	KSR	RAF	N/A	N/A	KSR1	kinase suppressor of ras 1	KSR1	KSR	RSU2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	kinase suppressor of ras	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
283455	HGNC:18610	KSR2	kinase suppressor of ras 2	TKL	RAF	KSR	RAF	N/A	N/A	KSR2	kinase suppressor of ras 2	KSR2	FLJ25965	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	kinase suppressor of Ras-2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5894	HGNC:9829	RAF1	"Raf-1 proto-oncogene, serine/threonine kinase"	TKL	RAF	RAF	RAF	RAF1	RAF1	RAF1	v-raf-1 murine leukemia viral oncogene homolog 1	RAF1	CRAF	Raf-1	c-Raf	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Oncogene RAF1	raf proto-oncogene serine/threonine protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
22858	HGNC:21219	CILK1	ciliogenesis associated kinase 1	CMGC	RCK	N/A	N/A	ICK	N/A	ICK	intestinal cell (MAK-like) kinase	ICK	KIAA0936	LCK2	MGC46090	MRK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAK-related kinase	OTTHUMP00000039961	intestinal cell kinase	serine/threonine protein kinase	N/A	N/A	N/A	N/A	N/A	N/A
4117	HGNC:6816	MAK	male germ cell associated kinase	CMGC	RCK	N/A	N/A	N/A	N/A	MAK	male germ cell-associated kinase	MAK	dJ417M14.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000016025	serine/threonine protein kinase MAK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5891	HGNC:9833	MOK	MOK protein kinase	CMGC	RCK	N/A	N/A	MOK	N/A	MOK	renal tumor antigen	MOK	MOK	RAGE1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAPK/MAK/MRK overlapping kinase	renal cell carcinoma antigen (MOK protein kinase)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5979	HGNC:9967	RET	ret proto-oncogene	TK	Ret	N/A	RET	Ret	Ret/RET	RET	"ret proto-oncogene (multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease)"	RET	CDHF12	HSCR1	MEN2A	MEN2B	MTC1	PTC	RET-ELE1	RET51	N/A	N/A	N/A	N/A	N/A	RET transforming sequence	cadherin family member 12	hydroxyaryl-protein kinase	oncogene RET	receptor tyrosine kinase	ret proto-oncogene	N/A	N/A	N/A	N/A
2984	HGNC:4688	GUCY2C	guanylate cyclase 2C	RGC	RGC	N/A	N/A	N/A	N/A	Not found	guanylate cyclase 2C (heat stable enterotoxin receptor)	HSER	GUC2C	STAR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	guanylyl cyclase C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3000	HGNC:4689	GUCY2D	"guanylate cyclase 2D, retinal"	RGC	RGC	N/A	N/A	CYGD	N/A	Not found	"guanylate cyclase 2D, membrane (retina-specific)"	CYGD	CORD5	CORD6	CYGD	GUC1A4	GUC2D	LCA	LCA1	RETGC-1	ROS-GC1	retGC	N/A	N/A	N/A	cone rod dystrophy 5/6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2986	HGNC:4691	GUCY2F	"guanylate cyclase 2F, retinal"	RGC	RGC	N/A	N/A	N/A	N/A	Not found	"guanylate cyclase 2F, retinal"	CYGF	CYGF	GC-F	GUC2DL	GUC2F	RETGC-2	ROS-GC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"guanylate cyclase 2D-like, membrane (retina-specific)"	guanylate cyclase 2F	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4881	HGNC:7943	NPR1	natriuretic peptide receptor 1	RGC	RGC	N/A	HAL	ANP[alpha]	N/A	Not found	natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)	ANPa	ANPRA	ANPa	GUC2A	GUCY2A	NPRA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	natriuretic peptide A type receptor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4882	HGNC:7944	NPR2	natriuretic peptide receptor 2	RGC	RGC	N/A	N/A	N/A	N/A	NPR2	natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B)	ANPb	AMDM	ANPRB	GUC2B	GUCY2B	NPRB	NPRBi	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000045390	atrial natriuretic peptide B-type receptor	atrionatriuretic peptide receptor B	guanylate cyclase B	natriuretic peptide receptor B	N/A	N/A	N/A	N/A	N/A
83732	HGNC:18656	RIOK1	RIO kinase 1	Atypical	RIO	RIO1	N/A	N/A	N/A	RIOK1	RIO kinase 1 (yeast)	RIOK1	AD034	FLJ30006	MGC12903	bA288G3.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000015999	RIO kinase 1	prematurely truncated due to insertion of intronic sequence	N/A	N/A	N/A	N/A	N/A	N/A	N/A
55781	HGNC:18999	RIOK2	RIO kinase 2	Atypical	RIO	RIO2	N/A	N/A	N/A	Not found	RIO kinase 2 (yeast)	RIOK2	FLJ11159	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	RIO kinase 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
8780	HGNC:11451	RIOK3	RIO kinase 3	Atypical	RIO	RIO3	N/A	N/A	N/A	Not found	RIO kinase 3 (yeast)	RIOK3	DKFZp779L1370	SUDD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	homolog of the Aspergillus nidulans sudD gene product	"sudD (suppressor of bimD6, Aspergillus nidulans) homolog"	sudD suppressor of Aspergillus nidulans bimD6 homolog	sudD suppressor of bimD6 homolog	sudD suppressor of bimD6 homolog (A. nidulans)	N/A	N/A	N/A	N/A	N/A
255239	HGNC:21027	ANKK1	ankyrin repeat and kinase domain containing 1	TKL	RIPK	N/A	RIPK	SgK288	N/A	Not found	ankyrin repeat and kinase domain containing 1	SgK288	PKK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	X-kinase	protein kinase PKK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
8737	HGNC:10019	RIPK1	receptor interacting serine/threonine kinase 1	TKL	RIPK	N/A	RIPK	RIPK1	RIPK1	RIPK1	receptor (TNFRSF)-interacting serine-threonine kinase 1	RIPK1	FLJ39204	RIP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000039163	receptor interacting protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
8767	HGNC:10020	RIPK2	receptor interacting serine/threonine kinase 2	TKL	RIPK	N/A	RIPK	RIPK2	RIPK2	RIPK2	receptor-interacting serine-threonine kinase 2	RIPK2	CARD3	CARDIAK	CCK	GIG30	RICK	RIP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	CARD-carrying kinase	CARD-containing interleukin-1 beta-converting enzyme (ICE)-associated kinase	growth-inhibiting gene 30	receptor interacting protein 2	receptor-interacting protein (RIP)-like interacting caspase-like apoptosis regulatory protein (CLARP) kinase	N/A	N/A	N/A	N/A	N/A
11035	HGNC:10021	RIPK3	receptor interacting serine/threonine kinase 3	TKL	RIPK	N/A	RIPK	RIPK3	N/A	RIPK3	receptor-interacting serine-threonine kinase 3	RIPK3	RIP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	RIP-like protein kinase 3	receptor interacting protein 3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
54101	HGNC:496	RIPK4	receptor interacting serine/threonine kinase 4	TKL	RIPK	N/A	RIPK	N/A	N/A	Not found	receptor-interacting serine-threonine kinase 4	ANKRD3	ANKK2	ANKRD3	DIK	MGC129992	MGC129993	PKK	RIP4	N/A	N/A	N/A	N/A	N/A	N/A	PKC-delta-interacting protein kinase	ankyrin repeat domain 3	serine/threonine-protein kinase ANKRD3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4919	HGNC:10256	ROR1	receptor tyrosine kinase like orphan receptor 1	TK	Ror	N/A	N/A	ROR1	N/A	Not found	receptor tyrosine kinase-like orphan receptor 1	ROR1	MGC99659	NTRKR1	dJ537F10.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	neurotrophic tyrosine kinase receptor-related 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4920	HGNC:10257	ROR2	receptor tyrosine kinase like orphan receptor 2	TK	Ror	N/A	N/A	ROR2	N/A	Not found	receptor tyrosine kinase-like orphan receptor 2	ROR2	BDB	BDB1	MGC163394	NTRKR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000063680	Tyrosine-protein kinase transmembrane receptor ROR2	neurotrophic tyrosine kinase receptor-related 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6195	HGNC:10430	RPS6KA1	ribosomal protein S6 kinase A1	AGC	RSK	RSK	RSK	RSK3	p90RSK/RPS6KA1	RPS6KA1	"ribosomal protein S6 kinase, 90kDa, polypeptide 1"	RSK3	HU-1	MAPKAPK1A	RSK	RSK1	S6K-alpha 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"dJ590P13.1 (ribosomal protein S6 kinase, 90kD, polypeptide 1)"	p90-RSK 1	ribosomal protein S6 kinase alpha 1	"ribosomal protein S6 kinase, 90kD, 1"	"ribosomal protein S6 kinase, 90kD, polypeptide 1"	N/A	N/A	N/A	N/A	N/A
6196	HGNC:10431	RPS6KA2	ribosomal protein S6 kinase A2	AGC	RSK	RSK	RSK	RSK1/p90RSK	N/A	RPS6KA2	"ribosomal protein S6 kinase, 90kDa, polypeptide 2"	RSK1	HU-2	MAPKAPK1C	RSK	RSK3	S6K-alpha	S6K-alpha2	p90-RSK3	pp90RSK3	N/A	N/A	N/A	N/A	N/A	ribosomal S6 kinase 3	ribosomal protein S6 kinase alpha 2	"ribosomal protein S6 kinase, 90kD, polypeptide 2"	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6197	HGNC:10432	RPS6KA3	ribosomal protein S6 kinase A3	AGC	RSK	RSK	RSK	RSK2	RSK2/RPS6KA3	RPS6KA3	"ribosomal protein S6 kinase, 90kDa, polypeptide 3"	RSK2	CLS	HU-3	ISPK-1	MAPKAPK1B	MRX19	RSK	RSK2	S6K-alpha3	p90-RSK2	pp90RSK2	N/A	N/A	N/A	insulin-stimulated protein kinase 1	"mental retardation, X-linked 19"	"ribosomal protein S6 kinase, 90kD, polypeptide 3"	N/A	N/A	N/A	N/A	N/A	N/A	N/A
8986	HGNC:10433	RPS6KA4	ribosomal protein S6 kinase A4	AGC	RSK	MSK	RSK	MSK2	N/A	RPS6KA4	"ribosomal protein S6 kinase, 90kDa, polypeptide 4"	MSK2	MSK2	RSK-B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	mitogen- and stress-activated protein kinase 2	ribosomal protein S6 kinase alpha 4	"ribosomal protein S6 kinase, 90kD, polypeptide 4"	ribosomal protein kinase B	N/A	N/A	N/A	N/A	N/A	N/A
9252	HGNC:10434	RPS6KA5	ribosomal protein S6 kinase A5	AGC	RSK	MSK	RSK	MSK1	MSK1/RPS6KA5	RPS6KA5	"ribosomal protein S6 kinase, 90kDa, polypeptide 5"	MSK1	MGC1911	MSK1	MSPK1	RLPK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	mitogen- and stress-activated protein kinase 1	"ribosomal protein S6 kinase, 90kD, polypeptide 5"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
27330	HGNC:10435	RPS6KA6	ribosomal protein S6 kinase A6	AGC	RSK	RSK	RSK	N/A	N/A	Not found	"ribosomal protein S6 kinase, 90kDa, polypeptide 6"	RSK4	RSK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"bA326A14.2 (ribosomal protein S6 kinase, 90kD, polypeptide 6)"	"bA54F22.1.1 (ribosomal protein S6 kinase, 90kD, polypeptide 6)"	ribosomal S6 kinase 4	"ribosomal protein S6 kinase, 90kD, polypeptide 6"	N/A	N/A	N/A	N/A	N/A	N/A
6198	HGNC:10436	RPS6KB1	ribosomal protein S6 kinase B1	AGC	RSK	p70	RSK	p70S6K	p70S6K/RPS6KB1	RPS6KB1	"ribosomal protein S6 kinase, 70kDa, polypeptide 1"	p70S6K	PS6K	S6K	S6K1	STK14A	p70(S6K)-alpha	p70-S6K	p70-alpha	N/A	N/A	N/A	N/A	N/A	N/A	"p70 S6 kinase, alpha 1"	"p70 S6 kinase, alpha 2"	"ribosomal protein S6 kinase, 70kD, polypeptide 1"	serine/threonine kinase 14 alpha	N/A	N/A	N/A	N/A	N/A	N/A
6199	HGNC:10437	RPS6KB2	ribosomal protein S6 kinase B2	AGC	RSK	p70	RSK	p70S6K[beta]	P70S6KB/RPS6KB2	RPS6KB2	"ribosomal protein S6 kinase, 70kDa, polypeptide 2"	p70S6Kb	KLS	P70-beta	P70-beta-1	P70-beta-2	S6K-beta2	S6K2	SRK	STK14B	p70(S6K)-beta	p70S6Kb	N/A	N/A	N/A	S6 kinase-related kinase	p70 ribosomal S6 kinase beta	"ribosomal protein S6 kinase, 70kD, polypeptide 2"	serine/threonine-protein kinase 14 beta	N/A	N/A	N/A	N/A	N/A	N/A
26750	HGNC:10439	RPS6KC1	ribosomal protein S6 kinase C1	AGC	RSKL	N/A	N/A	RSKL1	N/A	Not found	"ribosomal protein S6 kinase, 52kDa, polypeptide 1"	RSKL1	RPK118	humS6PKh1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"ribosomal protein S6 kinase, 52kD, polypeptide 1"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
83694	HGNC:20222	RPS6KL1	ribosomal protein S6 kinase like 1	AGC	RSKL	N/A	N/A	RSKL2	N/A	RPS6KL1	ribosomal protein S6 kinase-like 1	RSKL2	FLJ35734	MGC11287	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
124923	HGNC:26314	RSKR	ribosomal protein S6 kinase related	AGC	RSKR	N/A	N/A	N/A	N/A	Not found	N/A	SgK494	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	hypothetical protein LOC124923	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
